word_id,ur_meaning,en_meaning
47236,اسرائیل کو,(the) Children of Israel.'
47237,کہا,He said
47238,کیا نہیں,Did not
47239,ہم نے پالا تجھ کو,we bring you up
47240,اپنے درمیان,among us
47241,بچپنے میں,(as) a child
47242,اور تو ٹھہرا,and you remained
47243,ہمارے درمیان,among us
47244,میں سے,of
47245,اپنی عمر,your life
47246,کئی سال,years
47247,اور تو نے کیا,And you did
47248,اپنا کام,your deed
47249,وہ جو,which
47250,کیا تو نے,you did
47251,اور تو,and you
47252,میں سے ہے,(were) of
47253,ناشکروں,the ungrateful
47254,موسی نے کہا,He said
47255,وہ کیا تھا,I did it
47256,جب,when
47257,اور میں,I
47258,سے,(was) of
47259,راہ سے بے خبر,those who are astray
47260,تو میں بھاگ گیا,So I fled
47261,تم سے,from you
47262,جب,when
47263,میں ڈرا تم سے,I feared you
47264,تو بخش دیا,But granted
47265,مجھ کو,to me
47266,میرے رب نے,my Lord
47267,حکم۔ قوت فیصلہ,judgment
47268,اور بنایا مجھ کو,and made me
47269,میں سے,of
47270,رسولوں,the Messengers
47271,اور یہ,And this
47272,احسان,(is the) favor
47273,تم نے یہ احسان کیا,with which you reproach
47274,مجھ پر,[on] me
47275,کہ,that
47276,تو نے غلام بنایا,you have enslaved
47277,بنی,(the) Children of Israel
47278,اسرائیل,(the) Children of Israel
47279,کہا,Firaun said
47280,فرعون نے,Firaun said
47281,اور کیا ہے,And what
47282,رب,(is the) Lord
47283,العالمین,(of) the worlds
47284,کہا,He said
47285,رب ہے,Lord
47286,آسمانوں کا,(of) the heavens
47287,اور زمین کا,and the earth
47288,اور جو,and whatever
47289,ان دونوں کے درمیان ہے,(is) between them
47290,اگر,if
47291,ہو تم,you (should) be
47292,یقین کرنے والے,convinced
47293,کہا,He said
47294,واسطے اس کے جو,to those
47295,اس کے آس پاس تھے,around him
47296,کیا  نہیں ہو,Do not
47297,تم  سنتے,you hear
47298,کہا,He said
47299,رب تمہارا,Your Lord
47300,اور رب,and (the) Lord
47301,تمہارے باپ دادا کا,(of) your forefathers
47302,جو پہلے تھے,(of) your forefathers
47303,کہا (فرعون نے),He said
47304,بیشک,Indeed
47305,رسول تمہارا,your Messenger
47306,وہ جو,who
47307,بھیجا گیا,has been sent
47308,تمہاری طرف,to you
47309,البتہ مجنون ہے,(is) surely mad
47310,کہا (موسی نے),He said
47311,رب,Lord
47312,مشرق,(of) the east
47313,اور مغرب کا,and the west
47314,اور جو,and whatever
47315,ان دونوں کے درمیان ہے,(is) between them
47316,اگر,if
47317,ہو تم,you were
47318,کچھ عقل رکھتے,(to) reason
47319,کہا,He said
47320,البتہ اگر,If
47321,تو نے بنایا,you take
47322,کوئی الہ,a god
47323,میرے سوا,other than me
47324,البتہ میں ضرور کردوں گا تجھ کو,I will surely make you
47325,میں سے,among
47326,قید میں پڑھے ہوئے لوگوں,those imprisoned
47327,کہاں (موسی نے),He said
47328,کیا بھلا,Even if
47329,میں  لاؤں تمہارے پاس,I bring you
47330,چیز,something
47331,واضح,manifest
47332,کہا (فرعون نے),He said
47333,پس لے آؤ,Then bring
47334,اس کو,it
47335,اگر,if
47336,ہے تو,you are
47337,میں سے,of
47338,سچوں,the truthful
47339,تو اس نے ڈالا,So he threw
47340,اپنا عصا,his staff
47341,تو اچانک,and behold
47342,وہ,It
47343,اژدھا تھا,(was) a serpent
47344,صریح,manifest
47345,اور اس نے کھینچا,And he drew out
47346,اپنا ہاتھ,his hand
47347,تو اچانک,and behold
47348,وہ,It
47349,سفید تھا,(was) white
47350,دیکھنے والوں کے لیے,for the observers
47351,اس نے کہا,He said
47352,سرداروں سے,to the chiefs
47353,جو اس کے آس پاس تھے,around him
47354,بیشک,Indeed
47355,یہ,this
47356,البتہ ایک جادوگر ہے,(is) surely a magician
47357,ماہر۔ جاننے والا ہے,learned
47358,چاہتا ہے,He wants
47359,کہ,to
47360,نکال دے تم کو,drive you out
47361,سے,from
47362,تمہاری زمین,your land
47363,اپنے جادو کے ساتھ,by his magic
47364,تو کیا کچھ,so what
47365,تم مشورہ دیتے ہو۔ حکم دیتے ہو,(do) you advise
47366,انہوں نے کہا,They said
47367,ڈھیل دے اس کو,Postpone him
47368,اور اس کے بھائی کو,and his brother
47369,اور بھیج,and send
47370,میں,in
47371,شہروں,the cities
47372,اکٹھے کرنے والے,gatherers
47373,وہ لے آئیں گے تیرے پاس,They (will) bring to you
47374,ہر قسم کا,every
47375,"بڑا جادوگر،",magician
47376,ماہر,learned
47377,تو جمع کیے گئے,So were assembled
47378,جادوگر,the magicians
47379,مقررہ وقت کے لیے,for (the) appointment
47380,ایک  دن,(on) a day
47381,معلوم,well-known
47382,اور کہا گیا,And it was said
47383,لوگوں کے لیے,to the people
47384,کیا,Will
47385,تم,you
47386,جمع ہونے والے ہو,assemble
47387,شاید کہ ہم,That we may
47388,ہم پیروی کریں گے,follow
47389,جادوگروں کی,the magicians
47390,اگر,if
47391,ہیں وہ,they are
47392,وہ,they are
47393,غالب آنے والے,the victorious
47394,تو جب,So when
47395,آئے,came
47396,جادوگر,the magicians
47397,انہوں نے کہا,they said
47398,فرعون کے لیے,to Firaun
47399,کیا بیشک,Is there
47400,ہمارے لیے,for us
47401,واقعی اجر ہے,a reward
47402,اگر ہوں,if
47403,ہم,we are
47404,ہم ہی,we are
47405,غالب آنے والے,the victorious
47406,"کہا،",He said
47407,ہاں,Yes
47408,اور بیشک تم,and indeed you
47409,تب,then
47410,البتہ  میں سے ہوں گے,surely (will be) of
47411,مقربین,the ones who are brought near
47412,کہا,Said
47413,ان سے,to them
47414,موسیٰ نے,Musa
47415,ڈالو,Throw
47416,جو,what
47417,ہو تم,you
47418,ڈالنے والے,(are) going to throw
47419,تو انہوں نے ڈالیں,So they threw
47420,اپنی رسیاں,their ropes
47421,اور اپنی لاٹھیاں,and their staffs
47422,اور انہوں نے کہا,and said
47423,اقبال سے۔ عزت سے,By the might
47424,فرعون کے,(of) Firaun
47425,بیشک ہم,indeed we
47426,البتہ ہم,surely we
47427,غالب آنے والے ہیں,(are) the victorious
47428,تو ڈالا,Then threw
47429,موسیٰ نے,Musa
47430,اپنا عصا,his staff
47431,تو اچانک,and behold
47432,وہ,It
47433,نگل رہا تھا,swallowed
47434,جو,what
47435,وہ گھڑ رہے تھے,they falsified
47436,تو ڈالا,Then fell down
47437,جادوگر,the magicians
47438,سجدہ کرنے والوں کی حالت میں,prostrate
47439,انہوں نے کہا,They said
47440,ایمان لائے ہم,We believe
47441,ساتھ رب,in (the) Lord
47442,العالمین کے,(of) the worlds
47443,رب,Lord
47444,موسیٰ,(of) Musa
47445,اور ہارون کے,and Harun
47446,کہا,He said
47447,ایمان لے آئے تم اس پر,You believed
47448,اس سے,in him
47449,پہلے,before
47450,کہ,[that]
47451,میں اجازت دوں,I gave permission
47452,تم کو,to you
47453,بیشک وہ,Indeed he
47454,البتہ تمہارا بڑا ہے,(is) surely your chief
47455,جس نے,who
47456,سکھایا تم کو,has taught you
47457,جادو,the magic
47458,پس البتہ عنقریب,so surely soon
47459,تم جان لوگے,you will know
47460,البتہ میں ضرور کاٹ دوں گا,I will surely cut off
47461,تمہارے ہاتھوں کو,your hands
47462,اور تمہارے پاؤں کو,and your feet
47463,سے,of
47464,خلاف سمت (سے),opposite sides
47465,اور البتہ میں ضرور رسولی پہ چڑھاؤں گا تم کو,and I will surely crucify you
47466,سب کے سب کو,all
47467,انہوں نے کہا,They said
47468,نہیں,No
47469,کوئی پراہ۔ کوئی نقصان نہیں,harm
47470,بیشک ہم,Indeed we
47471,طرف,to
47472,اپنے رب کی,our Lord
47473,پلٹنے والے ہیں,(will) return
47474,بیشک ہم,Indeed we
47475,ہم طمع رکھتے ہیں۔ امید رکھتے ہیں,hope
47476,کہ,that
47477,بخش دے گا,will forgive
47478,ہمارے لیے,us
47479,ہمارا رب,our Lord
47480,ہماری خطائیں,our sins
47481,کہ,because
47482,ہیں ہم,we are
47483,پہلے,(the) first
47484,ایمان لانے والے,(of) the believers
47485,اور وحی کی ہم نے,And We inspired
47486,طرف,to
47487,موسیٰ کی,Musa
47488,یہ کہ,[that]
47489,راتوں رات لے چل,Travel by night
47490,میرے بندوں کو,with My slaves
47491,بیشک تم,indeed you
47492,پیچھا کیے جانے والے ہو,(will be) followed
47493,تو بھیجا,Then sent
47494,فرعون نے,Firaun
47495,میں,in
47496,شہروں,the cities
47497,اکٹھا کرنے والوں کو,gatherers
47498,بیشک,Indeed
47499,یہ لوگ,these
47500,البتہ ایک گروہ ہیں,(are) certainly a band
47501,تھوڑے سے,small
47502,اور بیشک وہ,And indeed they
47503,ہمارے لیے,[to] us
47504,البتہ غضب ناک کرنے والے ہیں,(are) surely enraging
47505,اور بیشک ہم,And indeed we
47506,البتہ سب,(are) surely a multitude
47507,احتیاط برتنے والے ہیں,forewarned
47508,تو نکالا ہم نے ان کو,So We expelled them
47509,سے,from
47510,باغات,gardens
47511,چشموں سے,and springs
47512,اور خزانوں سے,And treasures
47513,اور  جگہ سے,and a place
47514,عزت والی,honorable
47515,اسی طرح,Thus
47516,اوروارث بنایا ہم نے ان کو,And We caused to inherit them
47517,بنی,(the) Children of Israel
47518,اسرائیل کو,(the) Children of Israel
47519,تو انہوں نے پیروی کی ان کی,So they followed them
47520,صبح سویرے,(at) sunrise
47521,پھر جب,Then when
47522,آمنے سامنے ہوئیں,saw each other
47523,دو جماعتیں,the two hosts
47524,کہنے لگے,said
47525,ساتھی,(the) companions
47526,موسیٰ کے,(of) Musa
47527,بیشک ہم,Indeed we
47528,البتہ پالیے جانے والے ہیں,(are) surely to be overtaken
47529,کہا,He said
47530,ہرگز نہیں,Nay
47531,بیشک,indeed
47532,میرے ساتھ,with me
47533,میرا ر ب ہے,(is) my Lord
47534,عنقریب  رہنمائی کرے گا میری,He will guide me
47535,تو وحی کی ہم نے,Then We inspired
47536,طرف,to
47537,موسیٰ کے,Musa
47538,کہ,[that]
47539,مار,Strike
47540,اپنے عصا کو,with your staff
47541,سمندر پر,the sea
47542,تو وہ پھٹ گیا,So it parted
47543,پھر ہوگیا,and became
47544,ہر,each
47545,ٹکڑا,part
47546,عالیشان پہاڑ کی طرح,like the mountain
47547,بڑے,[the] great
47548,اور قریب کردیا ہم نے,And We brought near
47549,اس جگہ,there
47550,دوسروں کو,the others
47551,اور نجات دی ہم نے,And We saved
47552,موسیٰ کو,Musa
47553,اور جو,and who
47554,اس کے ساتھ تھے,(were) with him
47555,سب کے سب,all
47556,پھر,Then
47557,غرق کردیا ہم نے,We drowned
47558,دوسروں کو,the others
47559,بیشک,Indeed
47560,اس میں,in
47561,البتہ,that
47562,ایک نشانی ہے,surely (is) a Sign
47563,اور نہ,but not
47564,تھے,are
47565,ان میں سے اکثر,most of them
47566,ایمان لانے والے,believers
47567,اور بیشک,And indeed
47568,رب تیرا,your Lord
47569,البتہ وہ,surely He
47570,زبردست,(is) the All-Mighty
47571,رحم فرمانے والا ہے,the Most Merciful
47572,اور پڑھ سنائیے,And recite
47573,ان کو,to them
47574,خبر,(the) news
47575,ابراہیم کی,(of) Ibrahim
47576,جب,When
47577,اس نے کہا,he said
47578,اپنے باپ سے,to his father
47579,اور اپنی قوم سے,and his people
47580,کس چیز کی,What
47581,تم عبادت کرتے ہو,(do) you worship
47582,انہوں نے کہا,They said
47583,ہم عبادت کرتے ہیں,We worship
47584,بتوں کی,idols
47585,تو ہم ہمیشہ رہتے ہیں,so we will remain
47586,ان کے لیے,to them
47587,جم کر عبادت کرنے والے,devoted
47588,اس نے کہا,He said
47589,کیا,Do
47590,وہ سنتے ہیں تم کو,they hear you
47591,جب,when
47592,تم پکارتے ہو,you call
47593,یا,Or
47594,نفع دیتے ہیں تم کو,(do) they benefit you
47595,یا,or
47596,نقصان دیتے ہیں,they harm (you)
47597,انہوں نے کہا,They said
47598,بلکہ,Nay
47599,پایا ہم نے,but we found
47600,اپنے آباؤ اجداد کو,our forefathers
47601,اسی طرح,like that
47602,وہ کرتے تھے,doing
47603,کہا,He said
47604,کیا بھلا دیا تم نے,Do you see
47605,جن کی,what
47606,ہو تم,you have been
47607,تم عبادت کرتے,worshipping
47608,تم,You
47609,اور تمہاراباپ دادا,and your forefathers
47610,پہلے,and your forefathers
47611,تو بیشک وہ,Indeed they
47612,دشمن ہیں,(are) enemies
47613,میرے,to me
47614,سوائے,except
47615,رب,(the) Lord
47616,العالمین کے,(of) the worlds
47617,وہ ذات,The One Who
47618,جس نے پیدا کیا,created me
47619,پس وہ,and He
47620,ہدایت دیتا ہے مجھ کو,guides me
47621,اور وہ رب,And the One Who
47622,جو,[He]
47623,کھلاتا ہے مجھ کو,gives me food
47624,اور وہ پلاتا ہے مجھ کو,and gives me drink
47625,اور جب,And when
47626,میں بیمار ہوتا ہوں,I am ill
47627,تو وہی,then He
47628,شفا دیتا ہے مجھ کو,cures me
47629,اور وہ رب,And the One Who
47630,موت دے گا مجھ کو,will cause me to die
47631,پھر,then
47632,زندہ کرے گا مجھ کو,he will give me life
47633,اور وہ رب,And the One Who
47634,میں طمع رکھتا ہوں,I hope
47635,کہ,that
47636,وہ بخش دے,He will forgive
47637,میرے لیے,for me
47638,میری خطا,my faults
47639,دن,(on the) Day
47640,قیامت کے,(of) the Judgment
47641,اے میرے رب,My Lord
47642,عطا کر,Grant
47643,مجھ کو,[for] me
47644,حکم,wisdom
47645,اور ملا دے مجھ کو,and join me
47646,نیک لوگوں کے ساتھ,with the righteous
47647,اور بنادے,And grant
47648,میرے لیے,[for] me
47649,زبان,a mention
47650,سچی,(of) honor
47651,میں,among
47652,بعدوالوں (میں),the later (generations)
47653,اور بنا دے مجھ کو,And make me
47654,میں سے,of
47655,وارثوں,(the) inheritors
47656,جنت کے,(of) Garden(s)
47657,نعمت بھری,(of) Delight
47658,اور بخش دے,And forgive
47659,میرے باپ کو,my father
47660,کیونکہ وہ,Indeed he
47661,ہے,is
47662,میں سے,of
47663,بھٹکے ہوئے لوگوں,those astray
47664,اور نہ,And (do) not
47665,تو رسوا کر مجھ کو,disgrace me
47666,اس دن,(on the) Day
47667,وہ اٹھائے جائیں گے,they are resurrected
47668,جس دن,(The) Day
47669,نہیں,not
47670,نفع دے گا,will benefit
47671,مال,wealth
47672,اور نہ,and not
47673,بیٹے,sons
47674,مگر,Except
47675,جو,(he) who
47676,آئے گا,comes
47677,اللہ کے پاس,(to) Allah
47678,ساتھ  دل کے,with a heart
47679,سلامت,sound
47680,اور قریب لے آئی جائے گی,And (will be) brought near
47681,جنت,the Paradise
47682,تقوی والوں کے لیے,for the righteous
47683,اور کھول دی جائے گی,And (will be) made manifest
47684,جہنم,the Hellfire
47685,گمراہوں کے لیے,to the deviators
47686,اور کہا جائے گا,And it will be said
47687,ان کو,to them
47688,کہاں ہیں,Where
47689,جو,(is) that
47690,تھے تم,you used
47691,عبادت کرتے,(to) worship
47692,نا معلوم,Besides Allah
47693,سوا,Besides Allah
47694,اللہ کے,Besides Allah
47695,کیا,Can
47696,وہ مدد کر رہے ہیں تمہاری,they help you
47697,یا,or
47698,اپنی مدد کررہے ہیں,help themselves
47699,تو وہ اوندھے منہ گرائیں جائیں گے,Then they will be overturned
47700,اس میں,into it
47701,وہ,they
47702,اور بہکے ہوئے لوگ,and the deviators
47703,اور لشکر,And (the) hosts
47704,ابلیس کے,(of) Iblis
47705,سارے کے سارے,all together
47706,وہ کہیں گے,They (will) say
47707,جبکہ وہ,while they
47708,اس میں,in it
47709,جھگڑ رہے ہوں گے,(are) disputing
47710,قسم اللہ کی,By Allah
47711,بیشک,indeed
47712,تھے ہم,we were
47713,البتہ میں,surely in
47714,گمراہی میں,error
47715,کھلی کھلی,clear
47716,جب,When
47717,ہم برابر کررہے تھے تم کو,we equated you
47718,ساتھ رب کے,with (the) Lord
47719,العالمین (رب العالمین کے),(of) the worlds
47720,اور نہیں,And not
47721,گمراہ کیا ہم کو,misguided us
47722,مگر,except
47723,مجرموں نے,the criminals
47724,تو نہیں,So (now) not
47725,ہمارے لیے,we have
47726,میں سے کوئی,any
47727,سفارشیوں,intercessors
47728,اور نہ,And not
47729,"کوئی دوست،",a friend
47730,سچا۔ ولی,close
47731,پس اگر۔ کاش,Then if
47732,بیشک,that
47733,ہمارے لیے,we had
47734,ایک بار پلٹنا,a return
47735,تو ہم ہوجائیں,then we could be
47736,میں سے,of
47737,ایمان لانے والوں,the believers
47738,یقینا,Indeed
47739,اس میں,in
47740,نا معلوم,that
47741,البتہ ایک نشانی ہے,surely is a Sign
47742,اور نہیں,but not
47743,ہیں,are
47744,ان میں سے اکثر,most of them
47745,ایمان لانے والے,believers
47746,اور بیشک,And indeed
47747,رب تیرا,your Lord
47748,البتہ وہ,surely He
47749,زبردست ہے,(is) the All-Mighty
47750,رحم فرمانے والا ہے,the Most Merciful
47751,جھٹلایا,Denied
47752,قوم,(the) people
47753,نوح نے,(of) Nuh
47754,رسولوں کو,the Messengers
47755,جب,When
47756,کہا,said
47757,ان کو,to them
47758,ان کے بھائی,their brother
47759,نوح نے,Nuh
47760,کیا تم نہیں کرتے,Will not
47761,تقوی اختیار,you fear (Allah)
47762,بیشک میں,Indeed I am
47763,تمہارے لیے,to you
47764,ایک رسول ہوں,a Messenger
47765,امانت دار,trustworthy
47766,پس ڈرو,So fear
47767,اللہ سے,Allah
47768,اور اطاعت کرو میری,and obey me
47769,اور میں نہیں,And not
47770,سوال کرتا تم سے,I ask (of) you
47771,اس پر,for it
47772,کسی,any
47773,اجر کا,payment
47774,نہیں,Not
47775,اجر میرا,(is) my payment
47776,مگر,but
47777,کے ذمہ,from
47778,رب,(the) Lord
47779,العالمین,(of) the worlds
47780,پس ڈرو,So fear
47781,اللہ سے,Allah
47782,اور اطاعت کرومیری,and obey me
47783,انہوں نے کہا,They said
47784,کیا ہم ایمان لائیں,Should we believe
47785,تجھ پر,in you
47786,اور پیروی کی ہے تیری,while followed you
47787,رذیل ترین لوگوں نے۔ گھٹیا لوگوں نے,the lowest
47788,کہا,He said
47789,اور کیا ہے,And what
47790,میرا علم,(do) I know
47791,ساتھ اس کے,of what
47792,جو ہیں وہ,they used
47793,وہ کرتے رہتے,(to) do
47794,نہیں,Verily
47795,حساب ان کا,their account
47796,مگر,(is) but
47797,ذمہ,upon
47798,میرے رب کے,my Lord
47799,کاش,if
47800,تم شعور سے کام لو,you perceive
47801,اور نہیں,And not
47802,ہوں میں,I am
47803,دھتکارنے والا۔ نکالنے والا۔,the one to drive away
47804,ایمان لانے والوں کو,the believers
47805,نہیں,Not
47806,میں,I am
47807,مگر,but
47808,"ڈرانے والا،",a warner
47809,کھلم کھلا,clear
47810,انہوں نے کہا,They said
47811,البتہ اگر,If
47812,نہیں,not
47813,تو باز آیا,you desist
47814,اے نوح,O Nuh
47815,البتہ تو ضرور ہوگا,Surely you will be
47816,میں سے,of
47817,سنگسار کیے ہوؤں,those who are stoned
47818,کہا,He said
47819,اے میرے رب,My Lord
47820,بیشک,Indeed
47821,میری قوم نے,my people
47822,جھٹلایا ہے مجھ کو,have denied me
47823,پس فیصلہ کردے,So judge
47824,میرے درمیان,between me
47825,اور ان کے درمیان,and between them
47826,فیصلہ کرنا,(with decisive) judgment
47827,اور نجات دے مجھ کو,and save me
47828,اور جو,and who
47829,میرے ساتھ ہیں,(are) with me
47830,میں سے,of
47831,ایمان لانے والوں,the believers
47832,تو نجات دی ہم نے اس کو,So We saved him
47833,اور جو,and who
47834,اس کے ساتھ تھے,(were) with him
47835,میں,in
47836,کشتی,the ship
47837,جو بھری ہوئی تھی,laden
47838,پھر,Then
47839,غرق کردیا ہم نے,We drowned
47840,اس کے بعد,thereafter
47841,باقی رہنے والوں کو,the remaining ones
47842,بیشک,Indeed
47843,اس میں,in
47844,البتہ,that
47845,ایک نشانی ہے,surely (is) a sign
47846,اور نہیں,but not
47847,ہیں,are
47848,ان میں سے  اکثر,most of them
47849,ایمان لانے والے,believers
47850,اور بیشک,And indeed
47851,رب تیرا,your Lord
47852,البتہ وہی,surely He
47853,"زبردست ہے،",(is) the All-Mighty
47854,رحم فرمانے والا ہے,the Most Merciful
47855,جھٹلایا,Denied
47856,عاد نے,(the people) of Aad
47857,رسولوں کو,the Messengers
47858,جب,When
47859,کہا تھا,said
47860,ان سے,to them
47861,ان کے بھائی,their brother
47862,ہود نے,Hud
47863,کیا نہیں,Will not
47864,تم ڈرتے ہو۔ کیا تقوی اختیار نہیں کرتے ہو,you fear (Allah)
47865,بیشک میں,Indeed I am
47866,تمہارے لیے,to you
47867,ایک رسول ہوں,a Messenger
47868,امانت دار,trustworthy
47869,پس ڈرو,So fear
47870,اللہ سے,Allah
47871,اور اطاعت کرو میری,and obey me
47872,اور نہیں,And not
47873,میں سوال کرتا تم سے,I ask you
47874,اس پر,for it
47875,کسی,any
47876,اجر کا,payment
47877,نہیں,Not
47878,اجر میرا,(is) my payment
47879,مگر,except
47880,ذمہ,from
47881,رب,(the) Lord
47882,العالمین کے,(of) the worlds
47883,کیا تم بناتے ہو,Do you construct
47884,ہر,on every
47885,اونچی جگہ,elevation
47886,ایک نشانی,a sign
47887,تم بےکار کام کرتے ہوئے۔ کھیلتے ہوئے,amusing yourselves
47888,اور تم بناتے ہو,And take for yourselves
47889,محلات,strongholds
47890,شاید کہ تم,that you may
47891,تم ہمیشہ رہو گے,live forever
47892,اور جب,And when
47893,تم پکڑتے ہو سختی سے,you seize
47894,پکڑتے ہو تم,you seize
47895,سرکش ہو کر,(as) tyrants
47896,پس ڈرو,So fear
47897,اللہ سے,Allah
47898,اور اطاعت کرو میری,and obey me
47899,اور ڈرو,And fear
47900,اس ذات سے,the One Who
47901,جس نے مدد دی تم کو,has aided you
47902,ساتھ اس کے,with what
47903,جو تم جانتے ہو,you know
47904,اس نے مدد دی تم کو,He has aided you
47905,ساتھ مویشیوں کے,with cattle
47906,اور بیٹوں کے,and children
47907,اور باغوں کے,And gardens
47908,اور چشموں کے,and springs
47909,بیشک میں,Indeed I
47910,میں ڈرتا ہوں,[I] fear
47911,تم پر,for you
47912,عذاب سے,(the) punishment
47913,دن کے,(of) a Day
47914,بڑے,Great
47915,انہوں نے کہا,They said
47916,برابر ہے,(It is) same
47917,ہم پر,to us
47918,خواہ تو وعظ کرے۔ نصیحت کرے,whether you advise
47919,یا,or
47920,نہ,not
47921,تو ہو,you are
47922,میں سے,of
47923,نصیحت کرنے والوں,the advisors
47924,نہیں,Not
47925,یہ,(is) this
47926,مگر,but
47927,عادت,(the) custom
47928,پہلوں کی,(of) the former (people)
47929,اور نہیں ہیں,And not
47930,ہم,we
47931,عذاب دیے جانے والے,(are) the ones to be punished
47932,تو انہوں نے جھٹلایا اس کو,So they denied him
47933,پھر ہلاک کردیا ہم نے ان کو,then We destroyed them
47934,بیشک,Indeed
47935,اس میں,in
47936,البتہ,that
47937,ایک نشانی ہے,surely is a sign
47938,اور نہیں,but not
47939,ہیں,are
47940,ان میں سے اکثر,most of them
47941,ایمان لانے والے,believers
47942,اور بیشک,And indeed
47943,رب تیرا,your Lord
47944,البتہ وہ,surely He
47945,"زبردست ہے ،",(is) the All-Mighty
47946,رحم فرمانے والا ہے,the Most Merciful
47947,جھٹلایا,Denied
47948,ثمود نے,Thamud
47949,رسولوں کو,the Messengers
47950,جب,When
47951,کہا تھا,said
47952,ان سے,to them
47953,ان کے بھائی نے,their brother
47954,صالح نے,Salih
47955,کیا نہیں,Will not
47956,تم ڈرتے ہو,you fear (Allah)
47957,بیشک میں,Indeed I am
47958,تمہارے لیے,to you
47959,"رسول ہوں،",a Messenger
47960,امانت دار,trustworthy
47961,پس ڈرو,So fear
47962,اللہ سے,Allah
47963,اور اطاعت کرو میری,and obey me
47964,اور نہیں,And not
47965,میں سوال کرتا تم سے,I ask you
47966,اس پر,for it
47967,کسی,any
47968,اجر کا,payment
47969,نہیں,Not
47970,میرا اجر,(is) my payment
47971,مگر,except
47972,ذمہ,from
47973,رب,(the) Lord
47974,العالمین کے,(of) the worlds
47975,کیا تم چھوڑ دیے جاؤ گے,Will you be left
47976,اس میں,in
47977,جو,what
47978,یہاں ہے,(is) here
47979,امن سے رہنے والے,secure
47980,میں,In
47981,باغوں,gardens
47982,اور چشموں میں,and springs
47983,اور کھیتوں میں,And cornfields
47984,کھجور کے درخت,and date-palms
47985,خوشے ان کے,its spadix
47986,ٹوٹے پڑتے ہیں,soft
47987,اور تم تراشتے ہو,And you carve
47988,میں سے,of
47989,پہاڑوں,the mountains
47990,گھروں کو,houses
47991,خوشی سے۔ باتکلف,skillfully
47992,پس ڈرو,So fear
47993,اللہ سے,Allah
47994,اور اطاعت کرو میری,and obey me
47995,اور نہ,And (do) not
47996,تم اطاعت کرو,obey
47997,حکم کی,(the) command
47998,حد سے بڑھنے والوں کے۔ بےلگام لوگوں کے,(of) the transgressors
47999,وہ لوگ,Those who
48000,جو فساد کرتے ہیں,spread corruption
48001,میں,in
48002,زمین,the earth
48003,اور (نہیں),and (do) not
48004,وہ اصلاح کرتے,reform
48005,انہوں نے کہا,They said
48006,بےشک,Only
48007,تو,you
48008,میں سے ہے,(are) of
48009,سحر زدہ لوگوں,those bewitched
48010,نہیں,Not
48011,تو,you
48012,مگر,(are) except
48013,ایک انسان,a man
48014,ہماری طرح,like us
48015,تو لے آ,so bring
48016,ایک نشانی,a sign
48017,اگر,if
48018,ہے تو,you
48019,میں سے,(are) of
48020,سچوں,the truthful
48021,کہا,He said
48022,یہ,This
48023,ایک اونٹنی ہے,(is) a she-camel
48024,اس کے لیے,For her
48025,پینا ہے,(is a share of) drink
48026,اور تمہارے لیے,and for you
48027,پینا ہے,(is a share of) drink
48028,ایک  دن کا,(on) a day
48029,معلوم,known
48030,اور نہ,And (do) not
48031,تم چھونا اس کو,touch her
48032,بری نیت سے,with harm
48033,ورنہ پکڑلے گا تم کو,lest seize you
48034,عذاب,(the) punishment
48035,دن کا,(of) a Day
48036,بڑے,Great
48037,تو انہوں نے کونچیں کاٹ ڈالیں اس کی,But they hamstrung her
48038,تو وہ ہوگئے,then they became
48039,نادم ہونے والے,regretful
48040,پھر پکڑ لیا ان کو,So seized them
48041,عذاب نے,the punishment
48042,یقینا,Indeed
48043,اس میں,in
48044,البتہ,that
48045,ایک نشانی ہے,surely is a sign
48046,اور نہیں,but not
48047,ہیں,are
48048,ان میں سے اکثر,most of them
48049,ایمان لانے والے,believers
48050,اور بےشک,And indeed
48051,رب تیرا,your Lord
48052,البتہ وہ,surely He
48053,"زبردست ہے ،",(is) the All-Mighty
48054,رحم فرمانے والا ہے,the Most Merciful
48055,جھٹلایا,Denied
48056,قوم,(the) people
48057,لوط نے,(of) Lut
48058,رسولوں کو,the Messengers
48059,جب,When
48060,کہا,said
48061,ان کو,to them
48062,ان کے بھائی,their brother
48063,لوط نے,Lut
48064,کیا نہیں,Will not
48065,تم تقوی اختیار کرتے۔ کیا نہیں تم ڈرتے,you fear (Allah)
48066,بیشک میں,Indeed I am
48067,تمہارے لیے,to you
48068,ایک رسول ہوں,a Messenger
48069,"، امانت دار",trustworthy
48070,پس ڈرو,So fear
48071,اللہ سے,Allah
48072,اور اطاعت کرومیری,and obey me
48073,اور نہیں,And not
48074,میں سوال کرتا تم سے,I ask you
48075,ا س پر,for it
48076,کسی,any
48077,اجر کا,payment
48078,نہیں,Not
48079,اجر تیرا,(is) my payment
48080,مگر,except
48081,اوپر,from
48082,رب,(the) Lord
48083,العالمین کے,(of) the worlds
48084,کیا تم آتے ہو,Do you approach
48085,مردوں کے پاس,the males
48086,میں سے,among
48087,جہان والوں,the worlds
48088,اور تم چھوڑ دیتے ہو,And you leave
48089,جو,what
48090,پیداکیا,created
48091,تمہارے لیے,for you
48092,تمہارے رب نے,your Lord
48093,میں سے,of
48094,تمہاری بیویوں,your mates
48095,بلکہ,Nay
